Iter   f          |gradf|    alpha     
-------------------------------------
1      9.49e+04   3.31e+03   1.00e+00  
2      3.08e+03   1.31e+02   1.00e+00  
3      1.33e+03   8.12e+01   1.00e+00  
4      3.86e+01   3.75e+01   5.00e-01  
5      -6.27e+01  1.91e+01   1.00e+00  
6      -9.24e+01  1.08e+01   1.00e+00  
7      -1.16e+02  4.12e+00   1.00e+00  
8      -1.19e+02  3.62e+00   1.00e+00  
9      -1.20e+02  1.56e+00   1.00e+00  
10     -1.20e+02  6.51e-01   1.00e+00  
11     -1.20e+02  3.83e-01   1.00e+00  
12     -1.20e+02  3.32e-01   1.00e+00  
13     -1.20e+02  3.69e-01   1.00e+00  
14     -1.20e+02  5.99e-02   1.00e+00  
15     -1.20e+02  3.97e-02   1.00e+00  
16     -1.20e+02  1.93e-02   5.00e-01  
17     -1.20e+02  1.97e-02   1.00e+00  
18     -1.20e+02  6.73e-03   1.00e+00  
19     -1.20e+02  3.19e-03   1.00e+00  
20     -1.20e+02  1.91e-03   1.00e+00  
21     -1.20e+02  1.41e-03   5.00e-01  
22     -1.20e+02  5.18e-04   1.00e+00  
23     -1.20e+02  2.32e-04   1.00e+00  
24     -1.20e+02  1.31e-04   1.00e+00  
25     -1.20e+02  7.72e-05   5.00e-01  
26     -1.20e+02  8.13e-05   1.00e+00  
Terminated at iteration=27 as |gradf|=2.06e-05 < threshold=3.31e-05.
Optimized objective function value: -1.20e+02; |gradf|: 2.06e-05. Computing time: 0.054 s.
