Iter   f          |gradf|    alpha     
-------------------------------------
1      3.52e+02   6.25e+01   2.50e-01  
2      1.94e+02   5.26e+01   1.25e-01  
3      2.20e+01   9.85e+00   2.50e-01  
4      1.25e+01   9.73e+00   2.50e-01  
5      1.18e+01   1.28e+01   1.25e-01  
6      3.24e+00   4.16e+00   2.50e-01  
7      2.04e+00   4.98e+00   1.25e-01  
8      5.63e-01   2.15e+00   5.00e-01  
9      2.61e-01   4.58e+00   1.25e-01  
10     -7.81e-01  1.37e+00   2.50e-01  
11     -8.40e-01  1.78e+00   1.25e-01  
12     -1.01e+00  6.69e-01   2.50e-01  
13     -1.06e+00  7.42e-01   2.50e-01  
14     -1.07e+00  9.90e-01   1.25e-01  
15     -1.12e+00  3.48e-01   2.50e-01  
16     -1.13e+00  4.03e-01   2.50e-01  
17     -1.13e+00  5.51e-01   1.25e-01  
18     -1.15e+00  1.83e-01   2.50e-01  
19     -1.15e+00  2.21e-01   1.25e-01  
20     -1.15e+00  9.65e-02   5.00e-01  
21     -1.15e+00  2.04e-01   1.25e-01  
22     -1.16e+00  6.16e-02   2.50e-01  
23     -1.16e+00  7.96e-02   1.25e-01  
24     -1.16e+00  3.02e-02   2.50e-01  
25     -1.16e+00  3.32e-02   2.50e-01  
26     -1.16e+00  4.42e-02   1.25e-01  
27     -1.16e+00  1.57e-02   2.50e-01  
28     -1.16e+00  1.81e-02   2.50e-01  
29     -1.16e+00  2.46e-02   1.25e-01  
30     -1.16e+00  8.25e-03   2.50e-01  
31     -1.16e+00  9.87e-03   1.25e-01  
32     -1.16e+00  4.38e-03   5.00e-01  
33     -1.16e+00  9.08e-03   1.25e-01  
34     -1.16e+00  2.77e-03   2.50e-01  
35     -1.16e+00  3.55e-03   1.25e-01  
36     -1.16e+00  1.37e-03   2.50e-01  
37     -1.16e+00  1.49e-03   2.50e-01  
38     -1.16e+00  1.97e-03   1.25e-01  
39     -1.16e+00  7.09e-04   2.50e-01  
40     -1.16e+00  8.08e-04   2.50e-01  
41     -1.16e+00  1.10e-03   1.25e-01  
42     -1.16e+00  3.72e-04   2.50e-01  
43     -1.16e+00  4.41e-04   1.25e-01  
44     -1.16e+00  1.98e-04   5.00e-01  
45     -1.16e+00  4.04e-04   1.25e-01  
46     -1.16e+00  1.24e-04   2.50e-01  
47     -1.16e+00  1.59e-04   1.25e-01  
48     -1.16e+00  6.18e-05   2.50e-01  
49     -1.16e+00  6.68e-05   2.50e-01  
50     -1.16e+00  8.79e-05   1.25e-01  
51     -1.16e+00  3.20e-05   2.50e-01  
52     -1.16e+00  3.62e-05   2.50e-01  
53     -1.16e+00  4.88e-05   1.25e-01  
54     -1.16e+00  1.68e-05   2.50e-01  
55     -1.16e+00  1.97e-05   1.25e-01  
56     -1.16e+00  9.00e-06   5.00e-01  
57     -1.16e+00  1.80e-05   1.25e-01  
58     -1.16e+00  5.58e-06   2.50e-01  
59     -1.16e+00  7.08e-06   1.25e-01  
60     -1.16e+00  2.79e-06   2.50e-01  
61     -1.16e+00  3.00e-06   2.50e-01  
62     -1.16e+00  3.92e-06   1.25e-01  
63     -1.16e+00  1.45e-06   2.50e-01  
64     -1.16e+00  1.62e-06   2.50e-01  
65     -1.16e+00  2.18e-06   1.25e-01  
66     -1.16e+00  7.55e-07   2.50e-01  
67     -1.16e+00  8.83e-07   1.25e-01  
Terminated as iteration=68 as |gradf|=4.08e-07 < threshold=6.25e-07.
Optimized objective function value: -1.16e+00; |gradf|: 4.08e-07. Computing time: 0.001 s.
