Iter   f          |gradf|    alpha     
-------------------------------------
1      4.83e+04   2.17e+04   1.00e+00  
2      2.65e+03   1.13e+03   1.00e+00  
3      1.44e+03   7.39e+02   1.00e+00  
4      1.88e+02   2.37e+02   1.00e+00  
5      6.04e+01   1.78e+02   1.00e+00  
6      2.56e+01   1.45e+02   1.00e+00  
7      1.19e+01   3.06e+01   1.00e+00  
8      1.09e+01   1.35e+01   1.00e+00  
9      1.06e+01   4.80e+00   1.00e+00  
10     1.06e+01   5.25e+00   6.25e-02  
11     9.77e+00   3.47e+01   1.95e-03  
12     9.77e+00   3.00e+01   3.91e-03  
13     9.69e+00   2.75e+01   9.77e-04  
14     9.67e+00   2.60e+01   1.00e+00  
15     4.08e+03   2.16e+03   1.95e-03  
16     2.50e+03   1.47e+03   1.95e-03  
17     2.27e+03   1.21e+03   2.44e-04  
18     2.27e+03   1.19e+03   1.00e+00  
19     3.28e+07   2.13e+05   1.95e-03  
20     1.11e+07   1.12e+05   1.95e-03  
21     6.67e+06   7.21e+04   1.95e-03  
22     6.43e+06   6.33e+04   2.44e-04  
23     6.43e+06   6.24e+04   1.00e+00  
24     8.59e+10   1.10e+07   1.95e-03  
25     2.61e+10   5.40e+06   1.95e-03  
26     1.53e+10   3.52e+06   1.95e-03  
27     1.44e+10   2.97e+06   1.00e+00  
28     3.15e+14   6.68e+08   1.95e-03  
29     8.52e+13   3.18e+08   1.95e-03  
30     4.08e+13   1.75e+08   1.95e-03  
31     3.72e+13   1.40e+08   4.88e-04  
32     3.71e+13   1.34e+08   1.00e+00  
33     5.51e+17   2.75e+10   1.95e-03  
34     1.72e+17   1.33e+10   1.95e-03  
35     1.05e+17   8.38e+09   1.95e-03  
36     1.02e+17   7.09e+09   1.00e+00  
37     2.01e+21   1.69e+12   1.95e-03  
38     5.51e+20   7.98e+11   1.95e-03  
39     2.74e+20   4.40e+11   1.95e-03  
40     2.56e+20   3.56e+11   2.44e-04  
41     2.56e+20   3.48e+11   1.00e+00  
42     5.49e+24   8.79e+13   1.95e-03  
43     1.52e+24   4.12e+13   1.95e-03  
44     7.90e+23   2.38e+13   1.95e-03  
45     7.19e+23   1.90e+13   2.44e-04  
46     7.18e+23   1.87e+13   1.00e+00  
47     1.41e+28   4.47e+15   1.95e-03  
48     3.80e+27   2.09e+15   1.95e-03  
49     1.88e+27   1.14e+15   1.95e-03  
50     1.76e+27   9.18e+14   1.22e-04  
51     1.76e+27   9.08e+14   1.00e+00  
52     4.68e+31   2.58e+17   1.95e-03  
53     1.24e+31   1.19e+17   1.95e-03  
54     5.93e+30   6.62e+16   1.95e-03  
55     5.20e+30   5.09e+16   4.88e-04  
56     5.17e+30   4.88e+16   1.00e+00  
57     7.63e+34   1.03e+19   1.95e-03  
58     2.22e+34   4.89e+18   1.95e-03  
59     1.24e+34   2.81e+18   1.95e-03  
60     1.23e+34   2.38e+18   1.00e+00  
61     3.02e+38   6.52e+20   1.95e-03  
62     8.23e+37   3.04e+20   1.95e-03  
63     4.12e+37   1.71e+20   1.95e-03  
64     3.70e+37   1.35e+20   4.88e-04  
65     3.69e+37   1.30e+20   1.00e+00  
66     4.91e+41   2.61e+22   1.95e-03  
67     1.47e+41   1.24e+22   1.95e-03  
68     8.59e+40   7.28e+21   9.77e-04  
69     7.74e+40   5.75e+21   1.00e+00  
70     9.03e+44   1.07e+24   1.95e-03  
71     3.31e+44   5.44e+23   1.95e-03  
72     2.41e+44   3.66e+23   9.77e-04  
73     2.27e+44   3.18e+23   1.00e+00  
